"wave","response"
10495,0
10545,0
10595,9.63262e-05
10645,9.63282e-05
10695,9.63296e-05
10745,9.63325e-05
10795,9.63417e-05
10845,9.63751e-05
10895,9.64233e-05
10945,9.6485e-05
10995,9.65617e-05
11045,9.67279e-05
11095,9.69242e-05
11145,9.71208e-05
11195,9.73197e-05
11245,9.75378e-05
11295,9.77609e-05
11345,9.79843e-05
11395,9.82109e-05
11445,9.84645e-05
11495,9.8716e-05
11545,9.88856e-05
11595,9.90356e-05
11645,9.91878e-05
11695,9.93407e-05
11745,9.94936e-05
11795,9.96411e-05
11845,9.9738e-05
11895,9.98226e-05
11945,9.99071e-05
11995,9.99896e-05
12045,0.000100053
12095,0.000100112
12145,0.000100171
12195,0.000100226
12245,0.000100246
12295,0.000100258
12345,0.00010027
12395,0.000100286
12445,0.000100347
12495,0.000100423
12545,0.000100549
12595,0.000100686
12645,0.000100807
12695,0.000100923
12745,0.00010104
12795,0.00010115
12845,0.000101198
12895,0.000101231
12945,0.000101263
12995,0.000101309
13045,0.000101474
13095,0.00010167
13145,0.000101866
13195,0.000102053
13245,0.000102162
13295,0.000102252
13345,0.000102342
13395,0.00010241
13445,0.000102271
13495,0.000102088
13545,0.000101953
13595,0.000101747
13645,0.000144811
13695,0.000546219
13745,0.00120878
13795,0.00323521
13845,0.0086186
13895,0.0299278
13945,0.134017
13995,0.496157
14045,0.858264
14095,0.92027
14145,0.921357
14195,0.94496
14245,0.979868
14295,0.996627
14345,0.997257
14395,0.999121
14445,1
14495,0.993155
14545,0.981871
14595,0.97717
14645,0.985115
14695,0.994624
14745,0.990877
14795,0.972673
14845,0.954756
14895,0.950549
14945,0.960208
14995,0.975894
15045,0.987728
15095,0.993714
15145,0.993996
15195,0.98609
15245,0.971902
15295,0.953534
15345,0.94172
15395,0.943682
15445,0.957209
15495,0.972596
15545,0.979564
15595,0.980704
15645,0.981187
15695,0.984469
15745,0.986626
15795,0.984765
15845,0.981646
15895,0.979203
15945,0.977998
15995,0.972528
16045,0.960207
16095,0.949639
16145,0.946825
16195,0.951013
16245,0.95147
16295,0.938053
16345,0.914121
16395,0.897626
16445,0.905841
16495,0.93033
16545,0.941813
16595,0.928654
16645,0.90827
16695,0.901918
16745,0.88188
16795,0.837244
16845,0.730641
16895,0.328407
16945,0.0935125
16995,0
17045,0
